"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"1673","ENSG00000162687.18",23.0110862711049,1.91706500912086,0.385890544721595,4.96789837259149,6.76824150603248e-07,5.02787277407666e-06,"KCNT2"
"1674","ENSG00000066279.18",31.5919152590992,-0.304069894009013,0.29578379775805,-1.0280140302267,0.30394322799513,0.463774159660535,"ASPM"
"1675","ENSG00000177888.7",8.46471014454946,0.886878455556992,0.562991563663234,1.57529617279931,0.115188096984976,0.22558617136716,"ZBTB41"
"1676","ENSG00000230260.1",1.81792975227614,-3.6003967114282,1.45300965015337,-2.47788905672317,0.0132162232938658,0.0388089542724344,"AL136322.1"
"1677","ENSG00000213047.13",7.874229358847,1.12005761870775,0.604539221290359,1.85274599109888,0.0639187746748306,0.141964550854471,"DENND1B"
"1678","ENSG00000235582.2",17.939111841531,0.910008994490744,0.398099755224015,2.28588182371193,0.0222611730767791,0.0603936224939494,"AL365258.3"
"1679","ENSG00000203724.11",2.12562437396643,-1.03652759589226,1.19466744870603,-0.867628558068566,0.385597707402147,0.548282110202408,"C1orf53"
"1680","ENSG00000143355.16",33.7188107123076,-0.128983369504108,0.276865288578944,-0.465870496681387,0.641308200447776,0.768988067147146,"LHX9"
"1681","ENSG00000151414.15",6.91812757955887,0.197975358108294,0.619450270140538,0.319598469241733,0.749272734930342,0.850605812508668,"NEK7"
"1682","ENSG00000230623.6",4.25070252449985,-4.12323249967411,1.19913869380148,-3.43849508066721,0.000584957165814321,0.00253768182769369,"AC104461.1"
"1683","ENSG00000162702.8",46.0710404213778,1.11878444785829,0.246654744402482,4.53583185909737,5.73768791978606e-06,3.67683058776982e-05,"ZNF281"
"1684","ENSG00000118193.12",37.1163941792055,0.199036065482044,0.275768042092247,0.72175174458926,0.470447122430207,0.626304646238079,"KIF14"
"1685","ENSG00000118197.14",15.6044473818129,0.488965162555106,0.395987373327648,1.23479988375924,0.216904990655668,0.363777300772283,"DDX59"
"1686","ENSG00000260088.1",5.68485014690275,0.669605013320945,0.690157112002467,0.970221130342494,0.331936280356091,0.493943307611844,"DDX59-AS1"
"1687","ENSG00000118200.14",85.9339740403587,0.420373145144036,0.192878510442254,2.17947113019566,0.0292966870662443,0.0757914162920701,"CAMSAP2"
"1688","ENSG00000163362.11",0.932105719049025,-3.45198064102621,3.42612187765111,-1.00754753166949,0.313671728238467,NA,"INAVA"
"1689","ENSG00000116852.14",3.49835775928006,-2.71582093230924,1.06702188316376,-2.54523452157956,0.0109204367124357,0.0329708388453575,"KIF21B"
"1690","ENSG00000232237.3",5.65684938470644,-1.77020386025091,0.758574559938498,-2.3335924426393,0.019617072693423,0.0542768211404546,"ASCL5"
"1691","ENSG00000116857.17",45.3310554569328,0.0219776234815325,0.255046794138321,0.086170945828918,0.931330526646576,0.962522464100968,"TMEM9"
